Palabra,Frecuencia,Archivo
periódicamente,3,CP19-1 UNFCC
asociado,2,CP19-1 UNFCC
resolverla,1,CP19-1 UNFCC
eliminarla,1,CP19-1 UNFCC
f,6,CP19-1 UNFCC
circunstancia,10,CP19-1 UNFCC
poner,3,CP19-1 UNFCC
práctico,7,CP19-1 UNFCC
estudien,3,CP19-1 UNFCC
posibilidad,4,CP19-1 UNFCC
adoptar,11,CP19-1 UNFCC
nuevo,5,CP19-1 UNFCC
cada,14,CP19-1 UNFCC
sostenible,4,CP19-1 UNFCC
facilitación,3,CP19-1 UNFCC
oportunidad,4,CP19-1 UNFCC
gran,4,CP19-1 UNFCC
potencial,1,CP19-1 UNFCC
aquel,1,CP19-1 UNFCC
arrojar,1,CP19-1 UNFCC
beneficio,2,CP19-1 UNFCC
secundario,1,CP19-1 UNFCC
política,13,CP19-1 UNFCC
práctica,6,CP19-1 UNFCC
escalabl,1,CP19-1 UNFCC
reproducibl,1,CP19-1 UNFCC
voluntario,9,CP19-1 UNFCC
actuación,3,CP19-1 UNFCC
concreta,1,CP19-1 UNFCC
identificado,2,CP19-1 UNFCC
prioridad,6,CP19-1 UNFCC
definido,2,CP19-1 UNFCC
intercambio,5,CP19-1 UNFCC
experiencia,5,CP19-1 UNFCC
óptima,3,CP19-1 UNFCC
ciudad,1,CP19-1 UNFCC
administración,1,CP19-1 UNFCC
subnacional,3,CP19-1 UNFCC
identificación,1,CP19-1 UNFCC
aprovechamiento,1,CP19-1 UNFCC
mitigar,1,CP19-1 UNFCC
cancelación,1,CP19-1 UNFCC
certificada,1,CP19-1 UNFCC
doble,1,CP19-1 UNFCC
cómputo,1,CP19-1 UNFCC
aquí,2,CP19-1 UNFCC
adicional,11,CP19-1 UNFCC
secretario,2,CP19-1 UNFCC
convocado,1,CP19-1 UNFCC
septiembre,1,CP19-1 UNFCC
cumbre,1,CP19-1 UNFCC
movilizar,7,CP19-1 UNFCC
referente,4,CP19-1 UNFCC
exhortar,3,CP19-1 UNFCC
alto,3,CP19-1 UNFCC
mediante,8,CP19-1 UNFCC
diálogo,6,CP19-1 UNFCC
ministerial,3,CP19-1 UNFCC
coincidir,4,CP19-1 UNFCC
órgano,28,CP19-1 UNFCC
subsidiario,18,CP19-1 UNFCC
junio,1,CP19-1 UNFCC
décima,15,CP19-1 UNFCC
plenario,15,CP19-1 UNFCC
disposición,8,CP19-1 UNFCC
reconocer,12,CP19-1 UNFCC
estrategia,9,CP19-1 UNFCC
gestión,5,CP19-1 UNFCC
riesgo,3,CP19-1 UNFCC
frente,20,CP19-1 UNFCC
además,15,CP19-1 UNFCC
comprender,1,CP19-1 UNFCC
caber,1,CP19-1 UNFCC
atenuar,1,CP19-1 UNFCC
abarcar,2,CP19-1 UNFCC
establecer,12,CP19-1 UNFCC
ejemplo,3,CP19-1 UNFCC
función,12,CP19-1 UNFCC
ámbito,2,CP19-1 UNFCC
examinado,1,CP19-1 UNFCC
noviembrediciembre,3,CP19-1 UNFCC
infra,3,CP19-1 UNFCC
fenómeno,12,CP19-1 UNFCC
extremo,6,CP19-1 UNFCC
gradual,7,CP19-1 UNFCC
adelante,4,CP19-1 UNFCC
figurar,11,CP19-1 UNFCC
ejecutivo,10,CP19-1 UNFCC
funcionar,2,CP19-1 UNFCC
bajo,6,CP19-1 UNFCC
rendir,3,CP19-1 UNFCC
cuenta,4,CP19-1 UNFCC
oriente,2,CP19-1 UNFCC
desempeño,6,CP19-1 UNFCC
anualmente,2,CP19-1 UNFCC
conducto,2,CP19-1 UNFCC
asesoramiento,6,CP19-1 UNFCC
científico,5,CP19-1 UNFCC
ejecución,14,CP19-1 UNFCC
formule,2,CP19-1 UNFCC
recomendación,11,CP19-1 UNFCC
estime,1,CP19-1 UNFCC
oportuna,3,CP19-1 UNFCC
título,3,CP19-1 UNFCC
provisional,4,CP19-1 UNFCC
integrado,3,CP19-1 UNFCC
dos,4,CP19-1 UNFCC
representante,6,CP19-1 UNFCC
siguiente,14,CP19-1 UNFCC
representación,3,CP19-1 UNFCC
equilibrado,4,CP19-1 UNFCC
menos,6,CP19-1 UNFCC
adelantado,6,CP19-1 UNFCC
consultivo,4,CP19-1 UNFCC
incluido,17,CP19-1 UNFCC
anexo,37,CP19-1 UNFCC
cumplir,4,CP19-1 UNFCC
enfoque,31,CP19-1 UNFCC
párr,9,CP19-1 UNFCC
manera,9,CP19-1 UNFCC
completo,4,CP19-1 UNFCC
coherente,11,CP19-1 UNFCC
desempeñar,3,CP19-1 UNFCC
mejorar,18,CP19-1 UNFCC
conocimiento,8,CP19-1 UNFCC
integral,3,CP19-1 UNFCC
promoción,1,CP19-1 UNFCC
colmar,1,CP19-1 UNFCC
laguna,1,CP19-1 UNFCC
esfera,8,CP19-1 UNFCC
indicar,5,CP19-1 UNFCC
ii,8,CP19-1 UNFCC
reunión,27,CP19-1 UNFCC
uso,9,CP19-1 UNFCC
dato,13,CP19-1 UNFCC
inclusión,4,CP19-1 UNFCC
desglosado,1,CP19-1 UNFCC
sexo,1,CP19-1 UNFCC
iii,6,CP19-1 UNFCC
reseña,3,CP19-1 UNFCC
reto,1,CP19-1 UNFCC
lección,3,CP19-1 UNFCC
aprendido,3,CP19-1 UNFCC
fortalecer,4,CP19-1 UNFCC
coherencia,11,CP19-1 UNFCC
sinergia,4,CP19-1 UNFCC
interesado,13,CP19-1 UNFCC
liderazgo,1,CP19-1 UNFCC
oportuno,2,CP19-1 UNFCC
supervisión,1,CP19-1 UNFCC
provocado,1,CP19-1 UNFCC
institución,7,CP19-1 UNFCC
proceso,20,CP19-1 UNFCC
iniciativa,1,CP19-1 UNFCC
ajeno,1,CP19-1 UNFCC
colaboración,3,CP19-1 UNFCC
realizado,6,CP19-1 UNFCC
poder,37,CP19-1 UNFCC
emprender,1,CP19-1 UNFCC
prestar,5,CP19-1 UNFCC
suministrar,2,CP19-1 UNFCC
formular,5,CP19-1 UNFCC
tome,2,CP19-1 UNFCC
consideración,5,CP19-1 UNFCC
impartir,4,CP19-1 UNFCC
cómo,1,CP19-1 UNFCC
proceder,9,CP19-1 UNFCC
movilización,11,CP19-1 UNFCC
obtención,1,CP19-1 UNFCC
especializado,5,CP19-1 UNFCC
entender,1,CP19-1 UNFCC
meteorológico,2,CP19-1 UNFCC
complementar,1,CP19-1 UNFCC
aprovechar,1,CP19-1 UNFCC
demá,1,CP19-1 UNFCC
competent,4,CP19-1 UNFCC
operar,1,CP19-1 UNFCC
margen,2,CP19-1 UNFCC
recabar,2,CP19-1 UNFCC
participación,5,CP19-1 UNFCC
enunciada,2,CP19-1 UNFCC
establecido,17,CP19-1 UNFCC
organizar,4,CP19-1 UNFCC
recopilar,1,CP19-1 UNFCC
analizar,2,CP19-1 UNFCC
sintetizar,1,CP19-1 UNFCC
examinar,5,CP19-1 UNFCC
recurso,34,CP19-1 UNFCC
diferente,6,CP19-1 UNFCC
consulta,2,CP19-1 UNFCC
presidente,1,CP19-1 UNFCC
convocar,2,CP19-1 UNFCC
abierto,2,CP19-1 UNFCC
observador,3,CP19-1 UNFCC
marzo,1,CP19-1 UNFCC
invitir,2,CP19-1 UNFCC
participar,4,CP19-1 UNFCC
competencia,3,CP19-1 UNFCC
bienal,8,CP19-1 UNFCC
programación,1,CP19-1 UNFCC
aspecto,1,CP19-1 UNFCC
señalado,3,CP19-1 UNFCC
examinir,2,CP19-1 UNFCC
composición,2,CP19-1 UNFCC
formulir,1,CP19-1 UNFCC
ultimar,1,CP19-1 UNFCC
gobernanza,2,CP19-1 UNFCC
integrir,1,CP19-1 UNFCC
trabajen,1,CP19-1 UNFCC
organismo,4,CP19-1 UNFCC
destinado,6,CP19-1 UNFCC
red,1,CP19-1 UNFCC
objeto,4,CP19-1 UNFCC
adecuado,15,CP19-1 UNFCC
dejar,3,CP19-1 UNFCC
control,2,CP19-1 UNFCC
mano,2,CP19-1 UNFCC
aliente,1,CP19-1 UNFCC
corriente,4,CP19-1 UNFCC
mandato,3,CP19-1 UNFCC
estructura,1,CP19-1 UNFCC
eficacia,12,CP19-1 UNFCC
tomar,20,CP19-1 UNFCC
nota,16,CP19-1 UNFCC
consecuencia,5,CP19-1 UNFCC
presupuestaria,4,CP19-1 UNFCC
encomendada,4,CP19-1 UNFCC
secretacer,34,CP19-1 UNFCC
solicitada,4,CP19-1 UNFCC
llevir,4,CP19-1 UNFCC
sujeción,5,CP19-1 UNFCC
disponibilidad,5,CP19-1 UNFCC
copresident,2,CP19-1 UNFCC
ampliado,2,CP19-1 UNFCC
asumido,1,CP19-1 UNFCC
millón,3,CP19-1 UNFCC
dólares,3,CP19-1 UNFCC
atender,2,CP19-1 UNFCC
significativo,6,CP19-1 UNFCC
transparente,9,CP19-1 UNFCC
aclarar,3,CP19-1 UNFCC
mejor,1,CP19-1 UNFCC
agradecer,1,CP19-1 UNFCC
anuncio,1,CP19-1 UNFCC
efectuado,2,CP19-1 UNFCC
logrado,1,CP19-1 UNFCC
junto,26,CP19-1 UNFCC
recaudar,1,CP19-1 UNFCC
entorno,4,CP19-1 UNFCC
propicio,3,CP19-1 UNFCC
marcos,1,CP19-1 UNFCC
político,8,CP19-1 UNFCC
despliegue,1,CP19-1 UNFCC
efectivo,3,CP19-1 UNFCC
combatir,1,CP19-1 UNFCC
continuidad,1,CP19-1 UNFCC
público,3,CP19-1 UNFCC
arrancar,2,CP19-1 UNFCC
rápido,2,CP19-1 UNFCC
línea,1,CP19-1 UNFCC
ampliar,2,CP19-1 UNFCC
variedad,4,CP19-1 UNFCC
fuente,19,CP19-1 UNFCC
pública,4,CP19-1 UNFCC
privado,10,CP19-1 UNFCC
bilateral,6,CP19-1 UNFCC
alternativa,4,CP19-1 UNFCC
canalicir,2,CP19-1 UNFCC
proporción,2,CP19-1 UNFCC
hacia,3,CP19-1 UNFCC
través,4,CP19-1 UNFCC
preparar,4,CP19-1 UNFCC
actualizado,2,CP19-1 UNFCC
disponible,4,CP19-1 UNFCC
acerca,5,CP19-1 UNFCC
cuantitativo,1,CP19-1 UNFCC
cualitativo,1,CP19-1 UNFCC
vía,1,CP19-1 UNFCC
fccccp,17,CP19-1 UNFCC
garantizar,1,CP19-1 UNFCC
equilibrio,1,CP19-1 UNFCC
raíz,1,CP19-1 UNFCC
preparación,4,CP19-1 UNFCC
examine,8,CP19-1 UNFCC
curso,3,CP19-1 UNFCC
definición,6,CP19-1 UNFCC
operacional,3,CP19-1 UNFCC
movilizado,1,CP19-1 UNFCC
intervención,1,CP19-1 UNFCC
eficaz,2,CP19-1 UNFCC
proseguir,3,CP19-1 UNFCC
deliberación,2,CP19-1 UNFCC
taller,4,CP19-1 UNFCC
mencionado,6,CP19-1 UNFCC
prepare,3,CP19-1 UNFCC
comience,1,CP19-1 UNFCC
terminar,1,CP19-1 UNFCC
orientado,1,CP19-1 UNFCC
presidencia,1,CP19-1 UNFCC
resuma,1,CP19-1 UNFCC
reconocimiento,4,CP19-1 UNFCC
documento,12,CP19-1 UNFCC
acoger,6,CP19-1 UNFCC
satisfacción,5,CP19-1 UNFCC
independiente,10,CP19-1 UNFCC
selección,1,CP19-1 UNFCC
sra,1,CP19-1 UNFCC
héla,1,CP19-1 UNFCC
cheikhrouhou,1,CP19-1 UNFCC
directora,1,CP19-1 UNFCC
celebración,1,CP19-1 UNFCC
entrada,2,CP19-1 UNFCC
sede,1,CP19-1 UNFCC
gobierno,1,CP19-1 UNFCC
república,2,CP19-1 UNFCC
corea,2,CP19-1 UNFCC
terminación,1,CP19-1 UNFCC
secretaría,2,CP19-1 UNFCC
prestado,2,CP19-1 UNFCC
beneplácito,1,CP19-1 UNFCC
tercer,1,CP19-1 UNFCC
presupuesto,1,CP19-1 UNFCC
administrativo,1,CP19-1 UNFCC
songdo,1,CP19-1 UNFCC
incheon,1,CP19-1 UNFCC
progreso,3,CP19-1 UNFCC
puesto,6,CP19-1 UNFCC
inicial,8,CP19-1 UNFCC
confirmar,3,CP19-1 UNFCC
rector,8,CP19-1 UNFCC
criterio,5,CP19-1 UNFCC
admisibilidad,5,CP19-1 UNFCC
velir,2,CP19-1 UNFCC
distribuyar,1,CP19-1 UNFCC
equilibradamente,1,CP19-1 UNFCC
asignación,2,CP19-1 UNFCC
asignar,2,CP19-1 UNFCC
derecho,2,CP19-1 UNFCC
recibir,11,CP19-1 UNFCC
celeridad,1,CP19-1 UNFCC
ultimir,1,CP19-1 UNFCC
requisito,2,CP19-1 UNFCC
esencial,1,CP19-1 UNFCC
gestionar,1,CP19-1 UNFCC
programar,1,CP19-1 UNFCC
desembolsar,1,CP19-1 UNFCC
aprobado,2,CP19-1 UNFCC
comenzar,1,CP19-1 UNFCC
pasar,1,CP19-1 UNFCC
ulteriormente,1,CP19-1 UNFCC
formal,1,CP19-1 UNFCC
reposición,8,CP19-1 UNFCC
ambiciosa,1,CP19-1 UNFCC
refleje,2,CP19-1 UNFCC
dificultad,2,CP19-1 UNFCC
planificar,1,CP19-1 UNFCC
escala,2,CP19-1 UNFCC
altamente,1,CP19-1 UNFCC
diverso,1,CP19-1 UNFCC
estudie,3,CP19-1 UNFCC
dirigido,2,CP19-1 UNFCC
ultimación,1,CP19-1 UNFCC
acceso,4,CP19-1 UNFCC
acreditado,1,CP19-1 UNFCC
contemplada,1,CP19-1 UNFCC
fiduciario,1,CP19-1 UNFCC
ambiental,1,CP19-1 UNFCC
social,1,CP19-1 UNFCC
escrito,3,CP19-1 UNFCC
diez,2,CP19-1 UNFCC
semana,10,CP19-1 UNFCC
opinión,2,CP19-1 UNFCC
der,1,CP19-1 UNFCC
designar,3,CP19-1 UNFCC
concertarar,1,CP19-1 UNFCC
ventanilla,1,CP19-1 UNFCC
temático,3,CP19-1 UNFCC
posteriormente,2,CP19-1 UNFCC
contener,4,CP19-1 UNFCC
ser,6,CP19-1 UNFCC
conforme,2,CP19-1 UNFCC
remitir,1,CP19-1 UNFCC
xxi,1,CP19-1 UNFCC
adjuntar,1,CP19-1 UNFCC
dar,4,CP19-1 UNFCC
lugar,3,CP19-1 UNFCC
empezar,3,CP19-1 UNFCC
preámbulo,1,CP19-1 UNFCC
base,2,CP19-1 UNFCC
fvc,34,CP19-1 UNFCC
concertar,1,CP19-1 UNFCC
definir,2,CP19-1 UNFCC
rinda,1,CP19-1 UNFCC
funcione,1,CP19-1 UNFCC
impartido,9,CP19-1 UNFCC
cuestión,10,CP19-1 UNFCC
programático,3,CP19-1 UNFCC
tras,1,CP19-1 UNFCC
atento,1,CP19-1 UNFCC
respuesta,9,CP19-1 UNFCC
informar,3,CP19-1 UNFCC
reconsideración,3,CP19-1 UNFCC
reafirmar,6,CP19-1 UNFCC
responsabilidad,4,CP19-1 UNFCC
reparación,4,CP19-1 UNFCC
fácil,1,CP19-1 UNFCC
ocupar,2,CP19-1 UNFCC
adoptado,4,CP19-1 UNFCC
luz,1,CP19-1 UNFCC
influencia,1,CP19-1 UNFCC
convenientemente,1,CP19-1 UNFCC
virtud,4,CP19-1 UNFCC
vez,4,CP19-1 UNFCC
marcha,1,CP19-1 UNFCC
grado,3,CP19-1 UNFCC
ajustado,1,CP19-1 UNFCC
síntesis,2,CP19-1 UNFCC
distinto,5,CP19-1 UNFCC
listo,6,CP19-1 UNFCC
aprobada,2,CP19-1 UNFCC
financiada,1,CP19-1 UNFCC
impartar,1,CP19-1 UNFCC
periódico,3,CP19-1 UNFCC
determinir,1,CP19-1 UNFCC
previsible,10,CP19-1 UNFCC
identificable,1,CP19-1 UNFCC
monto,3,CP19-1 UNFCC
efectuar,2,CP19-1 UNFCC
ayudar,2,CP19-1 UNFCC
servir,1,CP19-1 UNFCC
orientar,1,CP19-1 UNFCC
dirección,1,CP19-1 UNFCC
respectivamente,2,CP19-1 UNFCC
cooperar,1,CP19-1 UNFCC
intercambiar,3,CP19-1 UNFCC
asunto,2,CP19-1 UNFCC
cauce,4,CP19-1 UNFCC
regir,1,CP19-1 UNFCC
reglamento,1,CP19-1 UNFCC
emitido,1,CP19-1 UNFCC
dependencia,1,CP19-1 UNFCC
encargar,1,CP19-1 UNFCC
coincido,1,CP19-1 UNFCC
contribuir,5,CP19-1 UNFCC
cualquiera,3,CP19-1 UNFCC
revisión,1,CP19-1 UNFCC
modificación,1,CP19-1 UNFCC
únicamente,2,CP19-1 UNFCC
entrar,1,CP19-1 UNFCC
momento,1,CP19-1 UNFCC
rescisión,1,CP19-1 UNFCC
iv,4,CP19-1 UNFCC
preliminar,2,CP19-1 UNFCC
hecho,1,CP19-1 UNFCC
prosiga,1,CP19-1 UNFCC
aumente,1,CP19-1 UNFCC
concepto,1,CP19-1 UNFCC
cofinanciación,2,CP19-1 UNFCC
especifique,1,CP19-1 UNFCC
detalle,1,CP19-1 UNFCC
solicitud,3,CP19-1 UNFCC
formulado,2,CP19-1 UNFCC
memorar,1,CP19-1 UNFCC
entendimiento,1,CP19-1 UNFCC
consejo,1,CP19-1 UNFCC
llevar,3,CP19-1 UNFCC
cabo,1,CP19-1 UNFCC
sexto,5,CP19-1 UNFCC
multisectorial,1,CP19-1 UNFCC
relieve,1,CP19-1 UNFCC
add,1,CP19-1 UNFCC
v,2,CP19-1 UNFCC
delibere,1,CP19-1 UNFCC
operación,3,CP19-1 UNFCC
voluntaria,1,CP19-1 UNFCC
ofrecer,3,CP19-1 UNFCC
prestir,1,CP19-1 UNFCC
debido,2,CP19-1 UNFCC
pequeño,2,CP19-1 UNFCC
insular,2,CP19-1 UNFCC
obligación,2,CP19-1 UNFCC
contraído,1,CP19-1 UNFCC
alienta,14,CP19-1 UNFCC
formulación,2,CP19-1 UNFCC
cartera,2,CP19-1 UNFCC
mejorado,1,CP19-1 UNFCC
patente,1,CP19-1 UNFCC
desear,2,CP19-1 UNFCC
solicitar,3,CP19-1 UNFCC
inicio,2,CP19-1 UNFCC
finalizar,1,CP19-1 UNFCC
acreditación,1,CP19-1 UNFCC
directo,1,CP19-1 UNFCC
receptor,1,CP19-1 UNFCC
trabajar,2,CP19-1 UNFCC
consuno,1,CP19-1 UNFCC
atención,1,CP19-1 UNFCC
agilización,1,CP19-1 UNFCC
ciclo,2,CP19-1 UNFCC
apertura,2,CP19-1 UNFCC
redoblar,1,CP19-1 UNFCC
constante,1,CP19-1 UNFCC
foro,5,CP19-1 UNFCC
aguardar,1,CP19-1 UNFCC
interés,2,CP19-1 UNFCC
centrar,2,CP19-1 UNFCC
procedente,2,CP19-1 UNFCC
ejecute,1,CP19-1 UNFCC
facilitado,11,CP19-1 UNFCC
allá,1,CP19-1 UNFCC
estreche,1,CP19-1 UNFCC
vínculo,1,CP19-1 UNFCC
bosques,18,CP19-1 UNFCC
proporcionado,9,CP19-1 UNFCC
viii,1,CP19-1 UNFCC
revisado,1,CP19-1 UNFCC
actualizada,2,CP19-1 UNFCC
aportación,6,CP19-1 UNFCC
concluir,2,CP19-1 UNFCC
financia,1,CP19-1 UNFCC
subsidio,1,CP19-1 UNFCC
favorable,2,CP19-1 UNFCC
complementariedad,1,CP19-1 UNFCC
inversión,4,CP19-1 UNFCC
indicado,1,CP19-1 UNFCC
ayudarir,1,CP19-1 UNFCC
innovador,1,CP19-1 UNFCC
endógena,1,CP19-1 UNFCC
catalizar,1,CP19-1 UNFCC
ecológicamente,1,CP19-1 UNFCC
racional,1,CP19-1 UNFCC
mitiguen,1,CP19-1 UNFCC
basar,1,CP19-1 UNFCC
recibido,3,CP19-1 UNFCC
fmam,4,CP19-1 UNFCC
oficina,1,CP19-1 UNFCC
g,4,CP19-1 UNFCC
calidad,2,CP19-1 UNFCC
h,3,CP19-1 UNFCC
gubernamental,1,CP19-1 UNFCC
j,2,CP19-1 UNFCC
petición,1,CP19-1 UNFCC
guardar,1,CP19-1 UNFCC
k,1,CP19-1 UNFCC
contenido,1,CP19-1 UNFCC
l,1,CP19-1 UNFCC
tipo,2,CP19-1 UNFCC
m,1,CP19-1 UNFCC
n,1,CP19-1 UNFCC
incentivo,1,CP19-1 UNFCC
positivo,1,CP19-1 UNFCC
adopción,1,CP19-1 UNFCC
género,1,CP19-1 UNFCC
suficiencia,1,CP19-1 UNFCC
previsibilidad,1,CP19-1 UNFCC
accesibilidad,1,CP19-1 UNFCC
desembolso,1,CP19-1 UNFCC
eficiencia,2,CP19-1 UNFCC
acelerado,1,CP19-1 UNFCC
atañe,1,CP19-1 UNFCC
volumen,2,CP19-1 UNFCC
asistencia,1,CP19-1 UNFCC
sostenibilidad,2,CP19-1 UNFCC
financiado,2,CP19-1 UNFCC
suministro,4,CP19-1 UNFCC
colectivamente,3,CP19-1 UNFCC
frenar,2,CP19-1 UNFCC
detener,2,CP19-1 UNFCC
revertir,2,CP19-1 UNFCC
cubierto,2,CP19-1 UNFCC
carbono,18,CP19-1 UNFCC
disponer,2,CP19-1 UNFCC
desarrollar,3,CP19-1 UNFCC
expuesto,1,CP19-1 UNFCC
papel,2,CP19-1 UNFCC
crucial,2,CP19-1 UNFCC
canalización,1,CP19-1 UNFCC
catalización,1,CP19-1 UNFCC
progresión,1,CP19-1 UNFCC
basada,10,CP19-1 UNFCC
producir,1,CP19-1 UNFCC
etapa,2,CP19-1 UNFCC
ejecutar,2,CP19-1 UNFCC
alude,6,CP19-1 UNFCC
obtengar,2,CP19-1 UNFCC
recir,2,CP19-1 UNFCC
plenamente,2,CP19-1 UNFCC
convenir,6,CP19-1 UNFCC
solicitir,1,CP19-1 UNFCC
pago,13,CP19-1 UNFCC
reciente,2,CP19-1 UNFCC
abordado,1,CP19-1 UNFCC
respetado,1,CP19-1 UNFCC
reddplus,7,CP19-1 UNFCC
véar,7,CP19-1 UNFCC
financien,5,CP19-1 UNFCC
justo,1,CP19-1 UNFCC
mismo,2,CP19-1 UNFCC
tiempo,4,CP19-1 UNFCC
número,1,CP19-1 UNFCC
obtener,6,CP19-1 UNFCC
metodológico,5,CP19-1 UNFCC
alternativo,2,CP19-1 UNFCC
centro,8,CP19-1 UNFCC
web,8,CP19-1 UNFCC
sitio,8,CP19-1 UNFCC
internet,8,CP19-1 UNFCC
publicar,2,CP19-1 UNFCC
correspondiente,4,CP19-1 UNFCC
crear,1,CP19-1 UNFCC
encontrar,1,CP19-1 UNFCC
expresado,4,CP19-1 UNFCC
tonelada,6,CP19-1 UNFCC
dióxido,5,CP19-1 UNFCC
equivalente,5,CP19-1 UNFCC
enlacir,8,CP19-1 UNFCC
definitivo,4,CP19-1 UNFCC
equipo,23,CP19-1 UNFCC
capítulo,3,CP19-1 UNFCC
asimismo,2,CP19-1 UNFCC
cantidad,1,CP19-1 UNFCC
pagar,1,CP19-1 UNFCC
insertar,1,CP19-1 UNFCC
inserte,2,CP19-1 UNFCC
suplementario,1,CP19-1 UNFCC
creación,1,CP19-1 UNFCC
formulario,1,CP19-1 UNFCC
inserción,2,CP19-1 UNFCC
creer,1,CP19-1 UNFCC
ninguno,1,CP19-1 UNFCC
u,1,CP19-1 UNFCC
prejuzga,1,CP19-1 UNFCC
inadmisibilidad,1,CP19-1 UNFCC
simple,1,CP19-1 UNFCC
fácilmente,1,CP19-1 UNFCC
accesible,1,CP19-1 UNFCC
transferir,1,CP19-1 UNFCC
incentivar,1,CP19-1 UNFCC
metodológica,1,CP19-1 UNFCC
estimado,3,CP19-1 UNFCC
soberanía,2,CP19-1 UNFCC
funcionario,5,CP19-1 UNFCC
actúe,1,CP19-1 UNFCC
nombrar,1,CP19-1 UNFCC
propio,1,CP19-1 UNFCC
específico,2,CP19-1 UNFCC
brindir,1,CP19-1 UNFCC
consolidar,1,CP19-1 UNFCC
potenciar,1,CP19-1 UNFCC
buena,1,CP19-1 UNFCC
plano,1,CP19-1 UNFCC
tradicional,1,CP19-1 UNFCC
deficiencia,1,CP19-1 UNFCC
financiar,1,CP19-1 UNFCC
alentar,1,CP19-1 UNFCC
brindar,1,CP19-1 UNFCC
procurar,1,CP19-1 UNFCC
diseño,1,CP19-1 UNFCC
debatir,1,CP19-1 UNFCC
señalada,2,CP19-1 UNFCC
luego,1,CP19-1 UNFCC
facilite,2,CP19-1 UNFCC
debate,1,CP19-1 UNFCC
participante,2,CP19-1 UNFCC
pueblo,1,CP19-1 UNFCC
indígena,1,CP19-1 UNFCC
civil,1,CP19-1 UNFCC
coordinar,2,CP19-1 UNFCC
opción,2,CP19-1 UNFCC
provisionalmente,2,CP19-1 UNFCC
tener,1,CP19-1 UNFCC
impulsado,1,CP19-1 UNFCC
calcular,1,CP19-1 UNFCC
antropógena,7,CP19-1 UNFCC
absorción,6,CP19-1 UNFCC
antropógén,5,CP19-1 UNFCC
sumidero,6,CP19-1 UNFCC
reserva,5,CP19-1 UNFCC
variación,5,CP19-1 UNFCC
almacenado,5,CP19-1 UNFCC
superficie,7,CP19-1 UNFCC
robusto,1,CP19-1 UNFCC
medir,4,CP19-1 UNFCC
notificar,4,CP19-1 UNFCC
verificar,4,CP19-1 UNFCC
resultant,3,CP19-1 UNFCC
consonancia,1,CP19-1 UNFCC
acordada,1,CP19-1 UNFCC
referir,1,CP19-1 UNFCC
natural,1,CP19-1 UNFCC
flexible,1,CP19-1 UNFCC
mejora,4,CP19-1 UNFCC
respectivo,2,CP19-1 UNFCC
reservorio,4,CP19-1 UNFCC
reflejar,1,CP19-1 UNFCC
contenida,1,CP19-1 UNFCC
fase,1,CP19-1 UNFCC
canal,2,CP19-1 UNFCC
comenzado,1,CP19-1 UNFCC
posterior,1,CP19-1 UNFCC
compatible,1,CP19-1 UNFCC
capacitación,1,CP19-1 UNFCC
mercado,3,CP19-1 UNFCC
someter,2,CP19-1 UNFCC
estimir,1,CP19-1 UNFCC
proponer,1,CP19-1 UNFCC
sometido,2,CP19-1 UNFCC
después,2,CP19-1 UNFCC
técnica,4,CP19-1 UNFCC
designir,1,CP19-1 UNFCC
cualificación,1,CP19-1 UNFCC
intrusivo,1,CP19-1 UNFCC
mejorarlo,1,CP19-1 UNFCC
alcance,1,CP19-1 UNFCC
metodología,4,CP19-1 UNFCC
utilizado,4,CP19-1 UNFCC
inventario,2,CP19-1 UNFCC
histórico,1,CP19-1 UNFCC
exacto,3,CP19-1 UNFCC
descripción,6,CP19-1 UNFCC
método,1,CP19-1 UNFCC
modelo,1,CP19-1 UNFCC
supuesto,2,CP19-1 UNFCC
valor,2,CP19-1 UNFCC
área,1,CP19-1 UNFCC
menor,1,CP19-1 UNFCC
total,1,CP19-1 UNFCC
territorio,1,CP19-1 UNFCC
significar,1,CP19-1 UNFCC
reconstruir,2,CP19-1 UNFCC
anteriormente,1,CP19-1 UNFCC
escalonado,1,CP19-1 UNFCC
justificación,1,CP19-1 UNFCC
explicar,1,CP19-1 UNFCC
omitido,1,CP19-1 UNFCC
bosque,1,CP19-1 UNFCC
utilizar,3,CP19-1 UNFCC
empleado,1,CP19-1 UNFCC
motivo,1,CP19-1 UNFCC
diferenciar,1,CP19-1 UNFCC
elegir,1,CP19-1 UNFCC
proporcionada,1,CP19-1 UNFCC
necesitar,1,CP19-1 UNFCC
abstener,1,CP19-1 UNFCC
emitir,1,CP19-1 UNFCC
juicio,1,CP19-1 UNFCC
alguno,1,CP19-1 UNFCC
tomado,1,CP19-1 UNFCC
evaluado,3,CP19-1 UNFCC
punto,1,CP19-1 UNFCC
visto,1,CP19-1 UNFCC
minucioso,1,CP19-1 UNFCC
colectivo,2,CP19-1 UNFCC
tierra,8,CP19-1 UNFCC
silvicultura,4,CP19-1 UNFCC
uts,4,CP19-1 UNFCC
seleccionado,3,CP19-1 UNFCC
servicio,1,CP19-1 UNFCC
personal,1,CP19-1 UNFCC
nombre,1,CP19-1 UNFCC
activo,1,CP19-1 UNFCC
velar,1,CP19-1 UNFCC
pertenezca,1,CP19-1 UNFCC
ocasión,1,CP19-1 UNFCC
bonn,1,CP19-1 UNFCC
alemania,1,CP19-1 UNFCC
